Date,TECH
2008-07-28,16.594932556152344
2008-07-29,16.540712356567383
2008-07-30,16.534461975097656
2008-07-31,16.582422256469727
2008-08-01,16.53236961364746
2008-08-04,16.390567779541016
2008-08-05,16.663745880126953
2008-08-06,16.99323272705078
2008-08-07,16.674179077148438
2008-08-08,17.0787296295166
2008-08-11,16.986974716186523
2008-08-12,16.97446632385254
2008-08-13,16.957775115966797
2008-08-14,17.032846450805664
2008-08-15,16.7805233001709
2008-08-18,16.61161231994629
2008-08-19,16.561569213867188
2008-08-20,16.742990493774414
2008-08-21,16.538625717163086
2008-08-22,16.455224990844727
2008-08-25,16.275880813598633
2008-08-26,16.188289642333984
2008-08-27,16.03606414794922
2008-08-28,16.2487735748291
2008-08-29,16.092382431030273
2008-09-02,16.00269889831543
2008-09-03,16.046497344970703
2008-09-04,15.512650489807129
2008-09-05,15.691990852355957
2008-09-08,15.61483097076416
2008-09-09,15.491798400878906
2008-09-10,15.66280460357666
2008-09-11,15.637773513793945
2008-09-12,15.714934349060059
2008-09-15,15.587729454040527
2008-09-16,15.458431243896484
2008-09-17,14.884977340698242
2008-09-18,14.884977340698242
2008-09-19,15.410479545593262
2008-09-22,14.955875396728516
2008-09-23,15.02260684967041
2008-09-24,14.928771018981934
2008-09-25,15.07056999206543
2008-09-26,15.364603042602539
2008-09-29,15.243645668029785
2008-09-30,15.039287567138672
2008-10-01,15.502232551574707
2008-10-02,14.862035751342773
2008-10-03,14.668098449707031
2008-10-06,14.417867660522461
2008-10-07,13.867341995239258
2008-10-08,13.640044212341309
2008-10-09,13.452364921569824
2008-10-10,13.12913990020752
2008-10-13,14.242704391479492
2008-10-14,14.469995498657227
2008-10-15,13.727627754211426
2008-10-16,14.18014144897461
2008-10-17,13.836065292358398
2008-10-20,14.363643646240234
2008-10-21,14.07170295715332
2008-10-22,14.24478530883789
2008-10-23,13.652556419372559
2008-10-24,13.471128463745117
2008-10-27,12.678712844848633
2008-10-28,13.464875221252441
2008-10-29,13.863167762756348
2008-10-30,14.21273422241211
2008-10-31,14.447172164916992
2008-11-03,14.926514625549316
2008-11-04,14.834409713745117
