Date,GD
2010-03-01,50.77717971801758
2010-03-02,50.82525634765625
2010-03-03,50.035179138183594
2010-03-04,50.11076736450195
2010-03-05,50.65350341796875
2010-03-08,50.59853744506836
2010-03-09,50.619136810302734
2010-03-10,50.79777145385742
2010-03-11,50.942054748535156
2010-03-12,50.67411422729492
2010-03-15,50.605430603027344
2010-03-16,50.6397590637207
2010-03-17,51.512271881103516
2010-03-18,51.69088363647461
2010-03-19,51.86265563964844
2010-03-22,51.97945022583008
2010-03-23,52.858802795410156
2010-03-24,52.03439712524414
2010-03-25,52.36415481567383
2010-03-26,52.84507751464844
2010-03-29,53.91681671142578
2010-03-30,53.23667526245117
2010-03-31,53.03742980957031
2010-04-01,53.52521896362305
2010-04-05,53.74507522583008
2010-04-06,53.18172073364258
2010-04-07,52.822532653808594
2010-04-08,53.057376861572266
2010-04-09,53.561622619628906
2010-04-12,53.39585876464844
2010-04-13,53.08500289916992
2010-04-14,52.988304138183594
2010-04-15,52.81560516357422
2010-04-16,52.525489807128906
2010-04-19,52.59457015991211
2010-04-20,53.14717483520508
2010-04-21,53.913944244384766
2010-04-22,54.02444076538086
2010-04-23,54.29384231567383
2010-04-26,54.34219741821289
2010-04-27,52.884700775146484
2010-04-28,53.17479705810547
2010-04-29,53.851749420166016
2010-04-30,52.746543884277344
2010-05-03,53.56853485107422
2010-05-04,52.000526428222656
2010-05-05,51.779483795166016
2010-05-06,49.77627182006836
2010-05-07,48.698665618896484
2010-05-10,50.50154495239258
2010-05-11,50.18382263183594
2010-05-12,51.17849349975586
2010-05-13,50.39794921875
2010-05-14,49.53449630737305
2010-05-17,49.575931549072266
2010-05-18,48.73322296142578
2010-05-19,48.13224792480469
2010-05-20,45.79747009277344
2010-05-21,46.59184265136719
2010-05-24,45.56261444091797
2010-05-25,45.617881774902344
2010-05-26,45.852725982666016
2010-05-27,47.3033332824707
2010-05-28,46.902679443359375
2010-06-01,46.10142135620117
2010-06-02,46.91651916503906
2010-06-03,47.020118713378906
2010-06-04,45.02381896972656
2010-06-07,42.882450103759766
2010-06-08,43.27617645263672
2010-06-09,43.207115173339844
2010-06-10,44.25706100463867
2010-06-11,44.6093635559082
2010-06-14,44.42284393310547
2010-06-15,46.018531799316406
2010-06-16,45.79057693481445
