Date,MA
2012-01-20,31.387739181518555
2012-01-23,31.240325927734375
2012-01-24,31.5738582611084
2012-01-25,32.13498306274414
2012-01-26,32.04838180541992
2012-01-27,32.13683319091797
2012-01-30,32.429813385009766
2012-01-31,32.76151657104492
2012-02-01,32.95042037963867
2012-02-02,35.15711975097656
2012-02-03,35.96332931518555
2012-02-06,36.054534912109375
2012-02-07,36.20196533203125
2012-02-08,36.386226654052734
2012-02-09,36.52352523803711
2012-02-10,36.49956512451172
2012-02-13,36.54655838012695
2012-02-14,36.445213317871094
2012-02-15,36.20656967163086
2012-02-16,36.22407913208008
2012-02-17,36.486671447753906
2012-02-21,36.813751220703125
2012-02-22,37.484535217285156
2012-02-23,37.41725158691406
2012-02-24,38.29349136352539
2012-02-27,38.82696533203125
2012-02-28,39.06376647949219
2012-02-29,38.697975158691406
2012-03-01,38.737586975097656
2012-03-02,38.03274917602539
2012-03-05,38.478694915771484
2012-03-06,37.62363815307617
2012-03-07,37.93690872192383
2012-03-08,38.445533752441406
2012-03-09,38.65376663208008
2012-03-12,38.68507766723633
2012-03-13,38.99464797973633
2012-03-14,38.82881546020508
2012-03-15,38.656517028808594
2012-03-16,38.71363830566406
2012-03-19,39.166961669921875
2012-03-20,38.6039924621582
2012-03-21,38.508174896240234
2012-03-22,38.406822204589844
2012-03-23,39.067447662353516
2012-03-26,40.1427001953125
2012-03-27,39.68016052246094
2012-03-28,39.390865325927734
2012-03-29,39.45534896850586
2012-03-30,38.74772644042969
2012-04-02,39.8082389831543
2012-04-03,40.358306884765625
2012-04-04,39.733184814453125
2012-04-05,40.5546989440918
2012-04-09,40.50305938720703
2012-04-10,39.16060256958008
2012-04-11,39.65019989013672
2012-04-12,40.01346969604492
2012-04-13,40.61093521118164
2012-04-16,39.89176940917969
2012-04-17,40.42376708984375
2012-04-18,40.26424789428711
2012-04-19,40.27531814575195
2012-04-20,40.60908508300781
2012-04-23,39.67049026489258
2012-04-24,39.67417907714844
2012-04-25,41.035072326660156
2012-04-26,41.85750198364258
2012-04-27,42.18943405151367
2012-04-30,41.69982147216797
2012-05-01,42.03452682495117
2012-05-02,41.624237060546875
2012-05-03,40.79258346557617
2012-05-04,40.539947509765625
2012-05-07,40.21078109741211
2012-05-08,39.7977180480957
2012-05-09,38.98543930053711
2012-05-10,38.99925994873047
2012-05-11,38.94577407836914
2012-05-14,38.21185302734375
2012-05-15,38.214622497558594
2012-05-16,37.744388580322266
2012-05-17,36.74954605102539
2012-05-18,36.37891387939453
2012-05-21,37.85597229003906
2012-05-22,38.11967468261719
2012-05-23,38.45619201660156
2012-05-24,38.708839416503906
2012-05-25,38.1676139831543
2012-05-29,38.36030578613281
2012-05-30,37.94817352294922
2012-05-31,37.480712890625
2012-06-01,36.12259292602539
2012-06-04,36.904441833496094
2012-06-05,37.636531829833984
2012-06-06,38.722652435302734
2012-06-07,38.3289680480957
