Date,F
2024-05-03,10.85155963897705
2024-05-06,10.912671089172363
2024-05-07,10.753619194030762
2024-05-08,10.735946655273438
2024-05-09,10.718274116516113
2024-05-10,10.59456729888916
2024-05-13,10.894998550415039
2024-05-14,10.992195129394531
2024-05-15,10.877325057983398
2024-05-16,10.939179420471191
2024-05-17,10.85081672668457
2024-05-20,10.735946655273438
2024-05-21,10.735946655273438
2024-05-22,10.629913330078125
2024-05-23,10.700601577758789
2024-05-24,10.744782447814941
2024-05-28,10.320646286010742
2024-05-29,10.21461296081543
2024-05-30,10.40017318725586
2024-05-31,10.718274116516113
2024-06-03,10.77129077911377
2024-06-04,10.629913330078125
2024-06-05,10.66525936126709
2024-06-06,10.66525936126709
2024-06-07,10.735946655273438
2024-06-10,10.939179420471191
2024-06-11,10.700601577758789
2024-06-12,10.674093246459961
2024-06-13,10.550387382507324
2024-06-14,10.347155570983887
2024-06-17,10.470861434936523
2024-06-18,10.409008026123047
2024-06-20,10.550387382507324
2024-06-21,10.462026596069336
2024-06-24,10.806636810302734
2024-06-25,10.682929992675781
2024-06-26,10.700601577758789
2024-06-27,10.806636810302734
2024-06-28,11.080557823181152
2024-07-01,11.274954795837402
2024-07-02,11.372151374816895
2024-07-03,11.372151374816895
2024-07-05,11.345643043518066
2024-07-08,11.469348907470703
2024-07-09,11.398658752441406
2024-07-10,11.637235641479492
2024-07-11,11.902321815490723
2024-07-12,12.397146224975586
2024-07-15,12.573871612548828
2024-07-16,12.715249061584473
2024-07-17,12.794774055480957
2024-07-18,12.856627464294434
2024-07-19,12.35296630859375
2024-07-22,12.47667121887207
2024-07-23,12.220423698425293
2024-07-24,12.079046249389648
2024-07-25,9.861166000366211
2024-07-26,9.887672424316406
2024-07-29,9.728623390197754
2024-07-30,9.578409194946289
2024-07-31,9.560736656188965
2024-08-01,9.445865631103516
2024-08-02,8.862678527832031
2024-08-05,8.57992172241211
2024-08-06,8.64177417755127
2024-08-07,8.767407417297363
2024-08-08,9.09046459197998
2024-08-09,9.063543319702148
2024-08-12,8.84817123413086
2024-08-13,9.09943962097168
2024-08-14,9.135334014892578
2024-08-15,9.38659954071045
2024-08-16,9.431469917297363
2024-08-19,9.619919776916504
2024-08-20,9.584025382995605
2024-08-21,9.736579895019531
2024-08-22,9.799394607543945
2024-08-23,10.113478660583496
2024-08-26,9.969898223876953
2024-08-27,9.996820449829102
2024-08-28,9.90708065032959
2024-08-29,9.969898223876953
2024-08-30,10.041686058044434
2024-09-03,9.853238105773926
2024-09-04,9.826316833496094
2024-09-05,9.664788246154785
2024-09-06,9.49428653717041
2024-09-09,9.566075325012207
2024-09-10,9.260967254638672
2024-09-11,9.3776273727417
2024-09-12,9.530181884765625
2024-09-13,9.592997550964355
2024-09-16,9.691710472106934
