Date,RL
2015-06-12,108.98592376708984
2015-06-15,108.01896667480469
2015-06-16,108.27680206298828
2015-06-17,108.55078887939453
2015-06-18,112.41064453125
2015-06-19,113.0069351196289
2015-06-22,112.21717834472656
2015-06-23,112.4589614868164
2015-06-24,111.31867980957031
2015-06-25,110.1218032836914
2015-06-26,110.67979431152344
2015-06-29,108.22946166992188
2015-06-30,107.04060363769531
2015-07-01,107.76847076416016
2015-07-02,108.98152923583984
2015-07-06,107.25088500976562
2015-07-07,108.19708251953125
2015-07-08,104.76007080078125
2015-07-09,104.31531524658203
2015-07-10,104.88947296142578
2015-07-13,108.58526611328125
2015-07-14,109.40206146240234
2015-07-15,107.22662353515625
2015-07-16,107.55016326904297
2015-07-17,105.74669647216797
2015-07-20,105.54450225830078
2015-07-21,105.35041046142578
2015-07-22,105.15631866455078
2015-07-23,104.17781829833984
2015-07-24,102.58465576171875
2015-07-27,101.08856201171875
2015-07-28,102.39056396484375
2015-07-29,102.64125061035156
2015-07-30,102.80299377441406
2015-07-31,101.80826568603516
2015-08-03,99.70562744140625
2015-08-04,99.72181701660156
2015-08-05,98.25804901123047
2015-08-06,97.1824951171875
2015-08-07,97.20673370361328
2015-08-10,97.48169708251953
2015-08-11,96.23627471923828
2015-08-12,95.42757415771484
2015-08-13,94.85340118408203
2015-08-14,95.42757415771484
2015-08-17,95.41948699951172
2015-08-18,94.80487823486328
2015-08-19,93.58373260498047
2015-08-20,91.30315399169922
2015-08-21,89.47549438476562
2015-08-24,87.0089111328125
2015-08-25,84.9305191040039
2015-08-26,86.36196899414062
2015-08-27,88.2947769165039
2015-08-28,89.67767333984375
2015-08-31,89.92024993896484
2015-09-01,87.69630432128906
2015-09-02,88.55355072021484
2015-09-03,89.73426055908203
2015-09-04,88.13304901123047
2015-09-08,89.80704498291016
2015-09-09,88.0197982788086
2015-09-10,88.24622344970703
2015-09-11,88.7233657836914
2015-09-14,87.26770782470703
2015-09-15,88.7233657836914
2015-09-16,92.67797088623047
2015-09-17,92.15229797363281
2015-09-18,88.45651245117188
2015-09-21,90.17904663085938
2015-09-22,89.24097442626953
2015-09-23,87.79490661621094
2015-09-24,88.712890625
2015-09-25,87.99799346923828
2015-09-28,85.2033920288086
2015-09-29,84.52909851074219
2015-09-30,95.99189758300781
2015-10-01,94.69210815429688
2015-10-02,95.34201049804688
2015-10-05,96.90177917480469
2015-10-06,97.47860717773438
2015-10-07,96.3656005859375
2015-10-08,98.50221252441406
2015-10-09,97.92540740966797
2015-10-12,97.95789337158203
2015-10-13,96.45496368408203
2015-10-14,96.45496368408203
2015-10-15,95.2851333618164
2015-10-16,95.01705932617188
2015-10-19,95.22014617919922
2015-10-20,95.65882873535156
2015-10-21,94.08279418945312
2015-10-22,94.78956604003906
2015-10-23,92.36054229736328
2015-10-26,92.2955322265625
2015-10-27,91.13385772705078
2015-10-28,91.33690643310547
2015-10-29,89.6308822631836
2015-10-30,89.98835754394531
2015-11-02,90.05332946777344
2015-11-03,92.75048065185547
2015-11-04,92.26303100585938
2015-11-05,106.01679992675781
2015-11-06,111.4923324584961
2015-11-09,109.13639831542969
2015-11-10,108.21024322509766
2015-11-11,101.51615905761719
2015-11-12,99.21709442138672
2015-11-13,97.25924682617188
2015-11-16,98.00663757324219
2015-11-17,96.93429565429688
2015-11-18,96.99114990234375
2015-11-19,99.68828582763672
2015-11-20,100.50065612792969
2015-11-23,102.52352905273438
2015-11-24,101.54051971435547
2015-11-25,102.044189453125
2015-11-27,100.72814178466797
2015-11-30,100.90687561035156
2015-12-01,101.41056823730469
2015-12-02,102.13357543945312
2015-12-03,99.24958038330078
2015-12-04,98.16909790039062
2015-12-07,97.15364074707031
2015-12-08,96.40624237060547
2015-12-09,96.01628875732422
2015-12-10,94.11531829833984
2015-12-11,91.78372955322266
2015-12-14,91.83248138427734
2015-12-15,93.05107879638672
2015-12-16,94.1234130859375
2015-12-17,91.59688568115234
2015-12-18,90.71137237548828
2015-12-21,89.85838317871094
2015-12-22,91.2457275390625
2015-12-23,93.44911193847656
2015-12-24,92.52694702148438
