Date,BALL
2005-06-15,7.804481506347656
2005-06-16,7.8597493171691895
2005-06-17,7.853605270385742
2005-06-20,7.663254261016846
2005-06-21,7.59980583190918
2005-06-22,7.524073123931885
2005-06-23,7.485179424285889
2005-06-24,7.37465238571167
2005-06-27,7.470855236053467
2005-06-28,7.538395404815674
2005-06-29,7.3971686363220215
2005-06-30,7.36032772064209
2005-07-01,7.278452396392822
2005-07-05,7.495420932769775
2005-07-06,7.54249382019043
2005-07-07,7.947758674621582
2005-07-08,7.998932838439941
2005-07-11,8.129927635192871
2005-07-12,7.990743160247803
2005-07-13,7.863842964172363
2005-07-14,7.853605270385742
2005-07-15,7.872028350830078
2005-07-18,7.790152549743652
2005-07-19,7.925243854522705
2005-07-20,8.003022193908691
2005-07-21,7.8924970626831055
2005-07-22,8.011215209960938
2005-07-25,7.912965774536133
2005-07-26,7.855654239654541
2005-07-27,7.863842964172363
2005-07-28,7.779923439025879
2005-07-29,7.767648696899414
2005-08-01,7.784014701843262
2005-08-02,7.8781657218933105
2005-08-03,7.861792087554932
2005-08-04,7.784014701843262
2005-08-05,7.757401943206787
2005-08-08,7.824955463409424
2005-08-09,7.771734237670898
2005-08-10,7.886355876922607
2005-08-11,8.02144718170166
2005-08-12,7.988698482513428
